txn_id,timestamp,amount,merchant,category,card_id,txn_type,city,currency
TXN000255,2025-04-10T17:41:19,1097.25,Indian Oil,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000256,2025-04-10T18:55:45,685.63,Shell,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000257,2025-04-11T11:20:15,1169.0,Google Play Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000258,2025-04-11T20:55:39,389.0,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000259,2025-04-12T09:18:31,1159.0,Local Kirana Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000260,2025-04-12T11:27:08,1559.0,Ajio,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000261,2025-04-12T18:12:48,994.83,Paytm,other,XXXX4412,purchase,Bengaluru,INR
TXN000262,2025-04-12T21:01:05,367.41,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000263,2025-04-13T09:08:45,549.0,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000264,2025-04-13T12:20:59,1470.0,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000265,2025-04-13T14:23:35,410.0,PVR Cinemas,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000266,2025-04-13T17:37:21,2181.7,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000267,2025-04-13T18:35:23,2150.0,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000268,2025-04-13T18:52:39,387.26,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000269,2025-04-14T08:38:30,976.43,Google Play Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000270,2025-04-14T18:43:07,729.0,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000271,2025-04-14T20:09:52,1949.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000272,2025-04-15T11:45:08,530.74,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000273,2025-04-15T13:26:44,1399.0,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000274,2025-04-15T13:29:58,1199.0,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000275,2025-04-16T10:57:53,303.56,Amazon Prime,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000276,2025-04-16T16:18:07,619.0,Disney+ Hotstar,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000277,2025-04-16T16:39:30,1941.93,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000278,2025-04-16T18:49:18,270.0,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000279,2025-04-17T12:06:39,1411.59,Netmeds,health,XXXX4412,purchase,Bengaluru,INR
TXN000280,2025-04-17T12:18:02,1020.0,Ajio,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000281,2025-04-17T23:13:12,1059.0,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000282,2025-04-18T08:35:59,486.28,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000283,2025-04-18T09:06:26,1820.0,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000284,2025-04-18T21:41:12,2883.06,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000285,2025-04-19T06:19:28,132.32,Google One,other,XXXX4412,purchase,Bengaluru,INR
TXN000286,2025-04-19T12:41:36,462.33,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000287,2025-04-19T13:26:56,2501.61,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000288,2025-04-19T16:12:51,1080.0,Local Kirana Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000289,2025-04-19T17:56:02,2189.0,Airtel,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000290,2025-04-19T19:18:29,439.47,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000291,2025-04-20T11:47:21,463.59,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000292,2025-04-20T18:59:15,1319.0,IRCTC,travel,XXXX4412,purchase,Bengaluru,INR
TXN000293,2025-04-20T20:52:27,600.0,Disney+ Hotstar,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000294,2025-04-21T17:37:46,1455.26,Shell,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000295,2025-04-22T17:10:25,1879.0,Reliance Fresh,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000296,2025-04-22T17:23:39,657.3,Disney+ Hotstar,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000297,2025-04-22T19:26:44,370.0,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000298,2025-04-23T10:33:28,839.0,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000299,2025-04-23T14:36:34,2040.0,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000300,2025-04-23T21:05:57,570.0,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000301,2025-04-24T12:59:30,489.0,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000302,2025-04-24T14:37:04,1180.48,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000303,2025-04-24T22:43:51,350.0,PharmEasy,health,XXXX4412,purchase,Bengaluru,INR
TXN000304,2025-04-25T19:23:57,1472.16,Bharat Petroleum,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000305,2025-04-26T11:02:51,469.0,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000306,2025-04-26T12:41:55,675.85,PharmEasy,health,XXXX4412,purchase,Bengaluru,INR
TXN000307,2025-04-26T15:53:00,2579.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000308,2025-04-26T21:34:24,467.06,PVR Cinemas,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000309,2025-04-27T09:28:38,6449.0,Croma,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000310,2025-04-27T13:40:43,622.72,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000311,2025-04-27T14:48:55,729.0,Ajio,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000312,2025-04-27T15:26:19,326.88,PVR Cinemas,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000313,2025-04-27T18:36:38,490.0,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000314,2025-04-28T18:44:26,1136.91,RedBus,travel,XXXX4412,purchase,Pune,INR
TXN000315,2025-04-28T20:15:54,927.04,HP Petrol Pump,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000316,2025-04-29T21:26:35,3859.06,BYJU'S,education,XXXX4412,purchase,Bengaluru,INR
TXN000317,2025-04-29T22:54:23,749.0,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000318,2025-04-30T09:55:04,400.0,Tata Power,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000319,2025-05-01T18:19:58,1210.85,Tata Power,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000320,2025-05-01T18:26:02,939.0,Local Kirana Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000321,2025-05-01T18:49:18,306.8,Disney+ Hotstar,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000322,2025-05-01T20:06:51,830.0,HP Petrol Pump,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000323,2025-05-01T21:58:15,630.0,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000324,2025-05-02T21:18:09,795.47,Airtel,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000325,2025-05-02T21:35:41,321.32,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000326,2025-05-02T23:11:58,621.6,BSES,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000327,2025-05-02T23:29:10,383.06,Google Play Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000328,2025-05-03T07:32:52,1140.0,Indian Oil,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000329,2025-05-03T08:34:35,1449.0,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000330,2025-05-03T09:48:00,200.28,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000331,2025-05-03T09:49:12,392.09,Jio Postpaid,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000332,2025-05-03T11:58:06,679.82,PVR Cinemas,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000333,2025-05-03T15:19:43,721.5,Local Kirana Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000334,2025-05-03T20:05:23,789.0,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000335,2025-05-03T20:23:03,499.0,Bharat Petroleum,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000336,2025-05-04T04:42:02,751.63,Over-limit Fee,fees_interest,XXXX4412,fee,Bengaluru,INR
TXN000337,2025-05-04T18:24:48,1581.74,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000338,2025-05-04T19:36:54,163.82,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000339,2025-05-04T20:59:04,129.0,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000340,2025-05-04T23:03:40,1729.0,Ajio,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000341,2025-05-04T23:17:02,352.74,PhonePe,other,XXXX4412,purchase,Bengaluru,INR
TXN000342,2025-05-05T08:13:27,649.17,Netflix,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000343,2025-05-05T13:47:24,321.4,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000344,2025-05-05T14:45:04,470.0,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000345,2025-05-05T20:49:20,180.0,RedBus,travel,XXXX4412,purchase,Bengaluru,INR
TXN000346,2025-05-05T22:24:27,539.0,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000347,2025-05-06T12:08:05,620.0,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000348,2025-05-06T12:22:35,419.0,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000349,2025-05-07T10:46:57,999.0,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000350,2025-05-08T12:17:19,729.0,Paytm,other,XXXX4412,purchase,Bengaluru,INR
TXN000351,2025-05-08T22:06:08,1940.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000352,2025-05-08T23:50:04,399.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000353,2025-05-09T07:31:38,117.94,Spotify Premium,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000354,2025-05-09T14:30:20,576.57,Practo,health,XXXX4412,purchase,Bengaluru,INR
TXN000355,2025-05-09T22:21:27,1030.0,Google Play Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000356,2025-05-10T08:46:29,1313.98,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000357,2025-05-10T10:53:48,1973.25,Cult.fit Membership,health,XXXX4412,purchase,Bengaluru,INR
TXN000358,2025-05-10T19:07:59,268.56,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000359,2025-05-10T20:36:50,808.03,HP Petrol Pump,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000360,2025-05-11T10:06:49,615.01,PVR Cinemas,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000361,2025-05-11T11:36:41,1839.02,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000362,2025-05-11T20:34:02,370.0,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000363,2025-05-11T20:43:31,560.0,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000364,2025-05-11T20:50:24,248.27,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000365,2025-05-11T21:06:00,1717.73,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000366,2025-05-12T21:23:25,2130.0,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000367,2025-05-13T11:18:26,489.0,Disney+ Hotstar,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000368,2025-05-13T12:22:19,227.68,PhonePe,other,XXXX4412,purchase,Bengaluru,INR
TXN000369,2025-05-14T13:59:47,299.0,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000370,2025-05-14T22:20:04,640.0,PharmEasy,health,XXXX4412,purchase,Bengaluru,INR
TXN000371,2025-05-15T07:34:00,297.77,Amazon Prime,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000372,2025-05-15T14:28:37,1980.0,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000373,2025-05-15T20:40:11,299.0,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000374,2025-05-16T12:36:06,229.07,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000375,2025-05-16T23:33:40,659.0,Practo,health,XXXX4412,purchase,Bengaluru,INR
TXN000376,2025-05-17T09:52:43,1220.0,Shell,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000377,2025-05-17T12:36:24,1129.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000378,2025-05-17T18:07:15,750.0,PVR Cinemas,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000379,2025-05-18T13:35:10,1112.69,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000380,2025-05-18T15:18:02,620.0,ACT Fibernet,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000381,2025-05-18T19:00:31,809.0,IRCTC,travel,XXXX4412,purchase,Bengaluru,INR
TXN000382,2025-05-18T21:26:45,629.0,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000383,2025-05-19T22:52:48,260.0,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000384,2025-05-19T23:35:32,1141.78,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000385,2025-05-20T07:06:03,131.19,Google One,other,XXXX4412,purchase,Bengaluru,INR
TXN000386,2025-05-20T15:19:55,2180.0,Tata Power,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000387,2025-05-21T11:08:48,2160.0,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000388,2025-05-21T12:44:55,1490.08,Apollo Pharmacy,health,XXXX4412,purchase,Bengaluru,INR
TXN000389,2025-05-21T15:13:51,1000.0,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000390,2025-05-21T19:34:17,551.17,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000391,2025-05-21T21:10:39,1935.99,BSES,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000392,2025-05-22T02:15:00,750.0,Late Payment Fee,fees_interest,XXXX4412,fee,Bengaluru,INR
TXN000393,2025-05-22T20:31:09,559.1,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000394,2025-05-23T10:25:32,1130.0,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000395,2025-05-23T10:46:29,1160.0,BSES,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000396,2025-05-23T20:13:27,1907.71,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000397,2025-05-24T01:44:58,440.0,Finance Charge,fees_interest,XXXX4412,interest,Bengaluru,INR
TXN000398,2025-05-24T13:03:25,1123.83,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000399,2025-05-24T18:05:41,1743.36,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000400,2025-05-24T22:01:07,1351.61,BYJU'S,education,XXXX4412,purchase,Bengaluru,INR
TXN000401,2025-05-24T23:50:21,429.0,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000402,2025-05-25T10:46:51,859.0,Local Kirana Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000403,2025-05-25T13:41:43,309.0,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000404,2025-05-25T14:30:04,449.0,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000405,2025-05-25T19:52:07,399.0,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000406,2025-05-26T02:15:00,1152.23,Interest Charge,fees_interest,XXXX4412,interest,Bengaluru,INR
TXN000407,2025-05-26T12:58:26,1520.0,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000408,2025-05-27T15:35:38,832.3,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000409,2025-05-27T17:13:33,1768.99,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000410,2025-05-27T20:22:27,1089.0,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000411,2025-05-28T11:23:59,460.0,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000412,2025-05-28T13:08:59,460.0,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000413,2025-05-28T13:48:30,2269.0,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000414,2025-05-28T14:31:24,280.0,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000415,2025-05-29T09:50:25,1419.0,Airtel,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000416,2025-05-29T10:03:15,830.0,Indian Oil,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000417,2025-05-29T10:40:34,660.0,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000418,2025-05-29T11:19:42,181.47,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000419,2025-05-29T12:34:20,410.0,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000420,2025-05-30T16:46:56,400.0,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000421,2025-05-30T18:45:36,300.0,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000422,2025-05-30T23:22:33,319.0,Airtel,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000423,2025-05-31T12:14:47,593.96,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000424,2025-05-31T13:23:10,179.87,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000425,2025-05-31T20:14:20,413.02,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000426,2025-05-31T20:58:09,1599.0,IRCTC,travel,XXXX4412,purchase,Bengaluru,INR
TXN000427,2025-06-01T08:14:34,543.6,Ajio,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000428,2025-06-01T11:11:14,420.0,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000429,2025-06-01T14:46:57,430.0,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000430,2025-06-01T17:47:39,1549.0,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000431,2025-06-01T17:49:54,769.0,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000432,2025-06-02T10:37:06,870.0,Local Kirana Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000433,2025-06-02T16:05:02,1210.0,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000434,2025-06-02T17:06:13,930.0,PhonePe,other,XXXX4412,purchase,Bengaluru,INR
TXN000435,2025-06-03T08:54:49,402.38,Jio Postpaid,utilities,XXXX4412,purchase,Bengaluru,INR
TXN000436,2025-06-03T09:13:53,4042.53,IndiGo,travel,XXXX4412,purchase,Bengaluru,INR
TXN000437,2025-06-03T11:09:06,2470.0,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000438,2025-06-03T13:15:18,153.01,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000439,2025-06-03T14:28:19,289.0,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000440,2025-06-03T18:20:28,2430.0,Reliance Fresh,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000441,2025-06-04T10:37:37,1085.9,Netmeds,health,XXXX4412,purchase,Bengaluru,INR
TXN000442,2025-06-04T14:08:12,180.0,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000443,2025-06-04T15:06:29,1147.31,PhonePe,other,XXXX4412,purchase,Bengaluru,INR
TXN000444,2025-06-04T18:16:52,629.0,Zomato,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000445,2025-06-04T22:51:08,300.0,BigBasket,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000446,2025-06-05T07:33:00,657.42,Netflix,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000447,2025-06-05T09:17:17,939.0,Indian Oil,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000448,2025-06-05T17:31:26,1240.45,IRCTC,travel,XXXX4412,purchase,Bengaluru,INR
TXN000449,2025-06-05T20:52:46,146.84,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000450,2025-06-06T15:01:57,659.0,RedBus,travel,XXXX4412,purchase,Bengaluru,INR
TXN000451,2025-06-06T15:40:51,910.0,IRCTC,travel,XXXX4412,purchase,Bengaluru,INR
TXN000452,2025-06-06T19:49:37,257.34,Netmeds,health,XXXX4412,purchase,Bengaluru,INR
TXN000453,2025-06-06T23:34:50,995.87,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000454,2025-06-07T08:45:44,1610.37,Ajio,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000455,2025-06-07T09:48:14,370.0,PhonePe,other,XXXX4412,purchase,Bengaluru,INR
TXN000456,2025-06-07T13:11:15,3942.11,Reliance Digital,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000457,2025-06-07T18:03:01,2149.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000458,2025-06-07T22:30:00,169.0,Swiggy,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000459,2025-06-07T23:34:19,1570.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000460,2025-06-08T07:31:42,118.68,Spotify Premium,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000461,2025-06-08T12:10:46,429.0,Disney+ Hotstar,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000462,2025-06-08T19:04:23,660.11,BookMyShow,entertainment,XXXX4412,purchase,Bengaluru,INR
TXN000463,2025-06-08T19:14:42,810.0,Local Kirana Store,other,XXXX4412,purchase,Bengaluru,INR
TXN000464,2025-06-09T08:36:48,2010.48,Cult.fit Membership,health,XXXX4412,purchase,Bengaluru,INR
TXN000465,2025-06-09T10:40:36,650.0,Indian Oil,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000466,2025-06-09T11:44:36,509.0,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000467,2025-06-09T14:22:20,194.54,McDonald's,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000468,2025-06-10T08:03:24,1880.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000469,2025-06-10T18:28:00,3911.48,BYJU'S,education,XXXX4412,purchase,Bengaluru,INR
TXN000470,2025-06-11T10:51:54,7405.82,IndiGo,travel,XXXX4412,purchase,Bengaluru,INR
TXN000471,2025-06-11T19:06:53,1639.0,Bharat Petroleum,fuel,XXXX4412,purchase,Bengaluru,INR
TXN000472,2025-06-12T20:10:46,619.0,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000473,2025-06-13T23:45:01,471.75,PhonePe,other,XXXX4412,purchase,Bengaluru,INR
TXN000474,2025-06-14T11:27:05,409.0,Starbucks,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000475,2025-06-14T14:26:44,1099.0,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000476,2025-06-14T17:05:30,719.0,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000477,2025-06-14T17:15:06,4700.63,Croma,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000478,2025-06-15T12:05:42,420.0,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000479,2025-06-15T12:30:00,35988.0,Croma,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000480,2025-06-15T16:05:41,1356.72,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000481,2025-06-15T16:28:29,1979.0,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000482,2025-06-15T20:52:33,2530.0,Blinkit,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000483,2025-06-15T23:19:05,1060.0,Uber,travel,XXXX4412,purchase,Bengaluru,INR
TXN000484,2025-06-16T10:23:32,296.39,Amazon Prime,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000485,2025-06-16T10:43:27,299.0,RedBus,travel,XXXX4412,purchase,Bengaluru,INR
TXN000486,2025-06-16T12:07:48,2856.93,BYJU'S,education,XXXX4412,purchase,Bengaluru,INR
TXN000487,2025-06-17T08:50:44,1920.0,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000488,2025-06-17T10:05:24,1280.0,Practo,health,XXXX4412,purchase,Bengaluru,INR
TXN000489,2025-06-17T11:44:36,-509.0,Domino's Pizza,food_dining,XXXX4412,refund,Bengaluru,INR
TXN000490,2025-06-18T11:59:06,1060.0,Flipkart,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000491,2025-06-18T20:02:25,1169.0,Myntra,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000492,2025-06-18T21:16:24,809.0,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000493,2025-06-19T11:55:14,590.45,Netmeds,health,XXXX4412,purchase,Bengaluru,INR
TXN000494,2025-06-19T18:46:26,1997.6,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000495,2025-06-19T19:01:21,369.0,DMart,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000496,2025-06-19T21:47:31,1111.35,Amazon,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000497,2025-06-20T07:27:47,128.52,Google One,other,XXXX4412,purchase,Bengaluru,INR
TXN000498,2025-06-20T09:15:02,400.0,Udemy,education,XXXX4412,purchase,Bengaluru,INR
TXN000499,2025-06-20T11:43:01,880.0,RedBus,travel,XXXX4412,purchase,Delhi,INR
TXN000500,2025-06-20T20:08:49,2899.0,BYJU'S,education,XXXX4412,purchase,Bengaluru,INR
TXN000501,2025-06-21T09:10:54,1889.0,Udemy,education,XXXX4412,purchase,Bengaluru,INR
TXN000502,2025-06-21T14:17:41,6285.56,Reliance Digital,shopping,XXXX4412,purchase,Bengaluru,INR
TXN000503,2025-06-21T19:10:53,1160.0,Ola,travel,XXXX4412,purchase,Bengaluru,INR
TXN000504,2025-06-22T13:38:51,1216.02,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000505,2025-06-22T18:27:57,442.42,Domino's Pizza,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000506,2025-06-22T20:37:06,1329.0,Reliance Fresh,groceries,XXXX4412,purchase,Bengaluru,INR
TXN000507,2025-06-22T22:41:38,2939.67,Barbeque Nation,food_dining,XXXX4412,purchase,Bengaluru,INR
TXN000508,2025-06-23T08:41:31,1051.9,PharmEasy,health,XXXX4412,purchase,Bengaluru,INR
TXN000509,2025-06-23T09:51:54,689.0,Reliance Fresh,groceries,XXXX4412,purchase,Bengaluru,INR
